Training iter #50:   Batch Loss = 0.760868, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6944181323051453, Accuracy = 0.6413043737411499
Training iter #48600:   Batch Loss = 0.727094, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6871638298034668, Accuracy = 0.6195651888847351
Training iter #48700:   Batch Loss = 0.710904, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6964612603187561, Accuracy = 0.6195651888847351
Training iter #48800:   Batch Loss = 0.624323, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7036523818969727, Accuracy = 0.5869565010070801
Training iter #48900:   Batch Loss = 0.708133, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6917968392372131, Accuracy = 0.6304348111152649
Training iter #49000:   Batch Loss = 0.674768, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6970696449279785, Accuracy = 0.6304348111152649
Training iter #49100:   Batch Loss = 0.619068, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6969162821769714, Accuracy = 0.6195651888847351
Training iter #49200:   Batch Loss = 0.735871, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6995750069618225, Accuracy = 0.6086956262588501
Training iter #49300:   Batch Loss = 0.643112, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6984225511550903, Accuracy = 0.6086956262588501
Training iter #49400:   Batch Loss = 0.739610, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6863178014755249, Accuracy = 0.6195651888847351
Training iter #49500:   Batch Loss = 0.734591, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6943987011909485, Accuracy = 0.6413043737411499
Training iter #49600:   Batch Loss = 0.628828, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7025622129440308, Accuracy = 0.5978260636329651
Training iter #49700:   Batch Loss = 0.701607, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6946641206741333, Accuracy = 0.6304348111152649
Training iter #49800:   Batch Loss = 0.673994, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6987332105636597, Accuracy = 0.6195651888847351
Training iter #49900:   Batch Loss = 0.630619, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.6969537734985352, Accuracy = 0.6086956262588501
Training iter #50000:   Batch Loss = 0.739171, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6975954174995422, Accuracy = 0.6086956262588501
Training iter #50100:   Batch Loss = 0.644083, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6983006000518799, Accuracy = 0.6086956262588501
Training iter #50200:   Batch Loss = 0.739518, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6856546998023987, Accuracy = 0.6195651888847351
Training iter #50300:   Batch Loss = 0.715731, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.693656861782074, Accuracy = 0.6195651888847351
Training iter #50400:   Batch Loss = 0.636933, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.6995196342468262, Accuracy = 0.6086956262588501
Training iter #50500:   Batch Loss = 0.714337, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6980192065238953, Accuracy = 0.6086956262588501
Training iter #50600:   Batch Loss = 0.671469, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.701574444770813, Accuracy = 0.5869565010070801
Training iter #50700:   Batch Loss = 0.672958, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6950904130935669, Accuracy = 0.6304348111152649
Training iter #50800:   Batch Loss = 0.736431, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6940807700157166, Accuracy = 0.6413043737411499
Training iter #50900:   Batch Loss = 0.654386, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7005231380462646, Accuracy = 0.6086956262588501
Training iter #51000:   Batch Loss = 0.734090, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6873128414154053, Accuracy = 0.6195651888847351
Training iter #51100:   Batch Loss = 0.696402, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6980692148208618, Accuracy = 0.6086956262588501
Training iter #51200:   Batch Loss = 0.637482, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6980860829353333, Accuracy = 0.6086956262588501
Training iter #51300:   Batch Loss = 0.719555, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6931939125061035, Accuracy = 0.6195651888847351
Training iter #51400:   Batch Loss = 0.664270, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.697089672088623, Accuracy = 0.6195651888847351
Training iter #51500:   Batch Loss = 0.680920, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6967565417289734, Accuracy = 0.6086956262588501
Training iter #51600:   Batch Loss = 0.731045, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6967799067497253, Accuracy = 0.6086956262588501
Training iter #51700:   Batch Loss = 0.661866, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6982250809669495, Accuracy = 0.6086956262588501
Training iter #51800:   Batch Loss = 0.750875, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6836434602737427, Accuracy = 0.6304348111152649
Training iter #51900:   Batch Loss = 0.691684, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6987442374229431, Accuracy = 0.6086956262588501
Training iter #52000:   Batch Loss = 0.622132, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.701361358165741, Accuracy = 0.6086956262588501
Training iter #52100:   Batch Loss = 0.708538, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6962664127349854, Accuracy = 0.6086956262588501
Training iter #52200:   Batch Loss = 0.681728, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6976727843284607, Accuracy = 0.6195651888847351
Training iter #52300:   Batch Loss = 0.687482, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6977200508117676, Accuracy = 0.6195651888847351
Training iter #52400:   Batch Loss = 0.730189, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6974710822105408, Accuracy = 0.6086956262588501
Training iter #52500:   Batch Loss = 0.658552, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7015276551246643, Accuracy = 0.5978260636329651
Training iter #52600:   Batch Loss = 0.770224, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6861684918403625, Accuracy = 0.6195651888847351
Training iter #52700:   Batch Loss = 0.682520, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6969946026802063, Accuracy = 0.6086956262588501
Training iter #52800:   Batch Loss = 0.608118, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6949999332427979, Accuracy = 0.6195651888847351
Training iter #52900:   Batch Loss = 0.709595, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6913415193557739, Accuracy = 0.6195651888847351
Training iter #53000:   Batch Loss = 0.674891, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6960247755050659, Accuracy = 0.6195651888847351
Training iter #53100:   Batch Loss = 0.699247, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6975942254066467, Accuracy = 0.6086956262588501
Training iter #53200:   Batch Loss = 0.713289, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6954889297485352, Accuracy = 0.6195651888847351
Training iter #53300:   Batch Loss = 0.648761, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7007848024368286, Accuracy = 0.5978260636329651
Training iter #53400:   Batch Loss = 0.768789, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6896570920944214, Accuracy = 0.6304348111152649
Training iter #53500:   Batch Loss = 0.690306, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7004005312919617, Accuracy = 0.5869565010070801
Training iter #53600:   Batch Loss = 0.589865, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6932005882263184, Accuracy = 0.6413043737411499
Training iter #53700:   Batch Loss = 0.719486, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6918624043464661, Accuracy = 0.6304348111152649
Training iter #53800:   Batch Loss = 0.662879, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.696979284286499, Accuracy = 0.6086956262588501
Training iter #53900:   Batch Loss = 0.672508, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6960897445678711, Accuracy = 0.6195651888847351
Training iter #54000:   Batch Loss = 0.710576, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6924442648887634, Accuracy = 0.6195651888847351
Training iter #54100:   Batch Loss = 0.631341, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7031984329223633, Accuracy = 0.5760869383811951
Training iter #54200:   Batch Loss = 0.766598, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6917962431907654, Accuracy = 0.6195651888847351
Training iter #54300:   Batch Loss = 0.674777, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7017451524734497, Accuracy = 0.5869565010070801
Training iter #54400:   Batch Loss = 0.584298, Accuracy = 0.8399999737739563
PERFORMANCE ON TEST SET: Batch Loss = 0.6929319500923157, Accuracy = 0.6413043737411499
Training iter #54500:   Batch Loss = 0.718708, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.6897848844528198, Accuracy = 0.6195651888847351
Training iter #54600:   Batch Loss = 0.649603, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6960963010787964, Accuracy = 0.6195651888847351
Training iter #54700:   Batch Loss = 0.677887, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6964544653892517, Accuracy = 0.6086956262588501
Training iter #54800:   Batch Loss = 0.698926, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6955810785293579, Accuracy = 0.6195651888847351
Training iter #54900:   Batch Loss = 0.626154, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7061172127723694, Accuracy = 0.554347813129425
Training iter #55000:   Batch Loss = 0.740070, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6926327347755432, Accuracy = 0.6413043737411499
Training iter #55100:   Batch Loss = 0.679504, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6974307298660278, Accuracy = 0.6086956262588501
Training iter #55200:   Batch Loss = 0.585176, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6899973154067993, Accuracy = 0.6195651888847351
Training iter #55300:   Batch Loss = 0.705212, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6897386312484741, Accuracy = 0.6195651888847351
Training iter #55400:   Batch Loss = 0.638018, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7012260556221008, Accuracy = 0.5978260636329651
Training iter #55500:   Batch Loss = 0.680244, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6966017484664917, Accuracy = 0.6086956262588501
Training iter #55600:   Batch Loss = 0.700565, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6929366588592529, Accuracy = 0.6086956262588501
Training iter #55700:   Batch Loss = 0.616891, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7015706300735474, Accuracy = 0.5869565010070801
Training iter #55800:   Batch Loss = 0.727573, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6925904154777527, Accuracy = 0.6304348111152649
Training iter #55900:   Batch Loss = 0.655456, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7009897232055664, Accuracy = 0.5869565010070801
Training iter #56000:   Batch Loss = 0.585623, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6903119087219238, Accuracy = 0.6195651888847351
Training iter #56100:   Batch Loss = 0.694952, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6881112456321716, Accuracy = 0.6304348111152649
Training iter #56200:   Batch Loss = 0.615367, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6999331712722778, Accuracy = 0.5978260636329651
Training iter #56300:   Batch Loss = 0.678904, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6981454491615295, Accuracy = 0.6086956262588501
Training iter #56400:   Batch Loss = 0.699029, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6956272125244141, Accuracy = 0.6195651888847351
Training iter #56500:   Batch Loss = 0.607436, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7018924355506897, Accuracy = 0.5869565010070801
Training iter #56600:   Batch Loss = 0.728388, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6918142437934875, Accuracy = 0.6195651888847351
Training iter #56700:   Batch Loss = 0.650228, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7007766962051392, Accuracy = 0.5869565010070801
Training iter #56800:   Batch Loss = 0.582837, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6902621984481812, Accuracy = 0.6195651888847351
Training iter #56900:   Batch Loss = 0.714582, Accuracy = 0.5199999809265137
PERFORMANCE ON TEST SET: Batch Loss = 0.6886186599731445, Accuracy = 0.6304348111152649
Training iter #57000:   Batch Loss = 0.602980, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.6980646252632141, Accuracy = 0.6086956262588501
Training iter #57100:   Batch Loss = 0.674355, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6978394985198975, Accuracy = 0.6086956262588501
Training iter #57200:   Batch Loss = 0.682741, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6993603110313416, Accuracy = 0.5760869383811951
Training iter #57300:   Batch Loss = 0.602767, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7048655152320862, Accuracy = 0.5652173757553101
Training iter #57400:   Batch Loss = 0.700413, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6896671652793884, Accuracy = 0.6086956262588501
Training iter #57500:   Batch Loss = 0.647775, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6994213461875916, Accuracy = 0.5869565010070801
Training iter #57600:   Batch Loss = 0.583550, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6927760243415833, Accuracy = 0.6304348111152649
Training iter #57700:   Batch Loss = 0.733362, Accuracy = 0.47999998927116394
PERFORMANCE ON TEST SET: Batch Loss = 0.6919195652008057, Accuracy = 0.6195651888847351
Training iter #57800:   Batch Loss = 0.601180, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7008126378059387, Accuracy = 0.5869565010070801
Training iter #57900:   Batch Loss = 0.680547, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6945204138755798, Accuracy = 0.6195651888847351
Training iter #58000:   Batch Loss = 0.667049, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6947131752967834, Accuracy = 0.6086956262588501
Training iter #58100:   Batch Loss = 0.604895, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7011867761611938, Accuracy = 0.5978260636329651
Training iter #58200:   Batch Loss = 0.680650, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6926854848861694, Accuracy = 0.6304348111152649
Training iter #58300:   Batch Loss = 0.641715, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7012348175048828, Accuracy = 0.5869565010070801
Training iter #58400:   Batch Loss = 0.578119, Accuracy = 0.8199999928474426
PERFORMANCE ON TEST SET: Batch Loss = 0.6891446113586426, Accuracy = 0.6413043737411499
Training iter #58500:   Batch Loss = 0.721217, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6902584433555603, Accuracy = 0.6195651888847351
Training iter #58600:   Batch Loss = 0.612423, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.7029842138290405, Accuracy = 0.5760869383811951
Training iter #58700:   Batch Loss = 0.695324, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6968177556991577, Accuracy = 0.5978260636329651
Training iter #58800:   Batch Loss = 0.673505, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6989873647689819, Accuracy = 0.5869565010070801
Training iter #58900:   Batch Loss = 0.578122, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.701484203338623, Accuracy = 0.5869565010070801
Training iter #59000:   Batch Loss = 0.685993, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6958909034729004, Accuracy = 0.6086956262588501
Training iter #59100:   Batch Loss = 0.631525, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.701540470123291, Accuracy = 0.5869565010070801
Training iter #59200:   Batch Loss = 0.577906, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6914384961128235, Accuracy = 0.6304348111152649
Training iter #59300:   Batch Loss = 0.712135, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6926248073577881, Accuracy = 0.6086956262588501
Training iter #59400:   Batch Loss = 0.606599, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.70026034116745, Accuracy = 0.5760869383811951
Training iter #59500:   Batch Loss = 0.703671, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.6908396482467651, Accuracy = 0.6195651888847351
Training iter #59600:   Batch Loss = 0.673945, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6951432228088379, Accuracy = 0.6086956262588501
Training iter #59700:   Batch Loss = 0.572502, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.7008165717124939, Accuracy = 0.5869565010070801
Training iter #59800:   Batch Loss = 0.705075, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6941316723823547, Accuracy = 0.6086956262588501
Training iter #59900:   Batch Loss = 0.639228, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7009673118591309, Accuracy = 0.5869565010070801
Training iter #60000:   Batch Loss = 0.577745, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6941534876823425, Accuracy = 0.6195651888847351
Training iter #60100:   Batch Loss = 0.701045, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6972031593322754, Accuracy = 0.5869565010070801
Training iter #60200:   Batch Loss = 0.610502, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6980329751968384, Accuracy = 0.5869565010070801
Training iter #60300:   Batch Loss = 0.701971, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6896214485168457, Accuracy = 0.6086956262588501
Training iter #60400:   Batch Loss = 0.676672, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6964649558067322, Accuracy = 0.6086956262588501
Training iter #60500:   Batch Loss = 0.595360, Accuracy = 0.7400000095367432
PERFORMANCE ON TEST SET: Batch Loss = 0.7001534700393677, Accuracy = 0.5978260636329651
Training iter #60600:   Batch Loss = 0.712389, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6915444731712341, Accuracy = 0.6086956262588501
Training iter #60700:   Batch Loss = 0.646907, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6999489665031433, Accuracy = 0.5760869383811951
Training iter #60800:   Batch Loss = 0.599101, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.697716236114502, Accuracy = 0.5978260636329651
Training iter #60900:   Batch Loss = 0.696785, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.7003844976425171, Accuracy = 0.5760869383811951
Training iter #61000:   Batch Loss = 0.625003, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6996197700500488, Accuracy = 0.5760869383811951
Training iter #61100:   Batch Loss = 0.714476, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6881856322288513, Accuracy = 0.6304348111152649
Training iter #61200:   Batch Loss = 0.674809, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6932241320610046, Accuracy = 0.5869565010070801
Training iter #61300:   Batch Loss = 0.604105, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.7009769678115845, Accuracy = 0.5869565010070801
Training iter #61400:   Batch Loss = 0.712061, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.693868100643158, Accuracy = 0.5869565010070801
Training iter #61500:   Batch Loss = 0.656068, Accuracy = 0.6000000238418579
PERFORMANCE ON TEST SET: Batch Loss = 0.7047829031944275, Accuracy = 0.5869565010070801
Training iter #61600:   Batch Loss = 0.614551, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.6995754837989807, Accuracy = 0.5760869383811951
Training iter #61700:   Batch Loss = 0.690432, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6978814601898193, Accuracy = 0.5869565010070801
Training iter #61800:   Batch Loss = 0.623705, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6950011253356934, Accuracy = 0.6086956262588501
Training iter #61900:   Batch Loss = 0.722990, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6873441934585571, Accuracy = 0.6086956262588501
Training iter #62000:   Batch Loss = 0.690239, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.697814404964447, Accuracy = 0.5869565010070801
Training iter #62100:   Batch Loss = 0.616005, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7053696513175964, Accuracy = 0.5652173757553101
Training iter #62200:   Batch Loss = 0.706162, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6926600337028503, Accuracy = 0.6086956262588501
Training iter #62300:   Batch Loss = 0.665165, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.6988522410392761, Accuracy = 0.5869565010070801
Training iter #62400:   Batch Loss = 0.611251, Accuracy = 0.7799999713897705
PERFORMANCE ON TEST SET: Batch Loss = 0.696944534778595, Accuracy = 0.5978260636329651
Training iter #62500:   Batch Loss = 0.721653, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6999698877334595, Accuracy = 0.5760869383811951
Training iter #62600:   Batch Loss = 0.631767, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6987335681915283, Accuracy = 0.5869565010070801
Training iter #62700:   Batch Loss = 0.733283, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.685502290725708, Accuracy = 0.6086956262588501
Training iter #62800:   Batch Loss = 0.716338, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.6953405737876892, Accuracy = 0.6086956262588501
Training iter #62900:   Batch Loss = 0.621811, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7047136425971985, Accuracy = 0.5760869383811951
Training iter #63000:   Batch Loss = 0.698994, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.6961488723754883, Accuracy = 0.5760869383811951
Training iter #63100:   Batch Loss = 0.664843, Accuracy = 0.5799999833106995
PERFORMANCE ON TEST SET: Batch Loss = 0.7009892463684082, Accuracy = 0.5869565010070801
Training iter #63200:   Batch Loss = 0.623544, Accuracy = 0.7599999904632568
PERFORMANCE ON TEST SET: Batch Loss = 0.6976357102394104, Accuracy = 0.5869565010070801
Training iter #63300:   Batch Loss = 0.724051, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6983956694602966, Accuracy = 0.5869565010070801
Training iter #63400:   Batch Loss = 0.632944, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6995630264282227, Accuracy = 0.5760869383811951
Training iter #63500:   Batch Loss = 0.732609, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6855410933494568, Accuracy = 0.6086956262588501
Training iter #63600:   Batch Loss = 0.708709, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.6949688792228699, Accuracy = 0.5760869383811951
Training iter #63700:   Batch Loss = 0.630176, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.7012506127357483, Accuracy = 0.5760869383811951
Training iter #63800:   Batch Loss = 0.713983, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6997669339179993, Accuracy = 0.5869565010070801
Training iter #63900:   Batch Loss = 0.662743, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7035780549049377, Accuracy = 0.5869565010070801
Training iter #64000:   Batch Loss = 0.664629, Accuracy = 0.7200000286102295
PERFORMANCE ON TEST SET: Batch Loss = 0.6949731707572937, Accuracy = 0.6195651888847351
Training iter #64100:   Batch Loss = 0.720902, Accuracy = 0.5600000023841858
PERFORMANCE ON TEST SET: Batch Loss = 0.6940845251083374, Accuracy = 0.6086956262588501
Training iter #64200:   Batch Loss = 0.642518, Accuracy = 0.6399999856948853
PERFORMANCE ON TEST SET: Batch Loss = 0.7024485468864441, Accuracy = 0.5760869383811951
Training iter #64300:   Batch Loss = 0.727220, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6877752542495728, Accuracy = 0.6086956262588501
Training iter #64400:   Batch Loss = 0.686568, Accuracy = 0.6600000262260437
PERFORMANCE ON TEST SET: Batch Loss = 0.7003344893455505, Accuracy = 0.5869565010070801
Training iter #64500:   Batch Loss = 0.630642, Accuracy = 0.6800000071525574
PERFORMANCE ON TEST SET: Batch Loss = 0.6998195052146912, Accuracy = 0.5869565010070801
